category,algorithm,language,run,status,time_s,energy_j,dynamic_energy_j,power_w,idle_power_w,domain,energy_path,exit_code
string_and_text_processing,palindrome_detection,cpp,2,OK,0.166146113,0.430430831,0.002405215,2.590677,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,3,OK,0.166123613,0.445113436,0.017145784,2.679411,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,4,OK,0.167151745,0.433311731,0.002695406,2.592326,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,5,OK,0.166761244,0.419267284,0.0,2.514177,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,6,OK,0.166740651,0.434608173,0.005050908,2.606492,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,7,OK,0.166084558,0.41037875,0.0,2.470903,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,8,OK,0.167139244,0.421887782,0.0,2.52417,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,9,OK,0.166687114,0.417963604,0.0,2.507474,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
string_and_text_processing,palindrome_detection,cpp,10,OK,0.167121245,0.436336608,0.005798857,2.610899,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,1,OK,0.040144692,0.099689166,0.0,2.483247,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,2,OK,0.039516155,0.107409276,0.005607757,2.718111,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,3,OK,0.038932061,0.106202652,0.005905876,2.727897,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,4,OK,0.039104099,0.105818566,0.005078586,2.706073,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,5,OK,0.039392173,0.10735864,0.005876524,2.72538,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,6,OK,0.039432784,0.106528514,0.004941776,2.701522,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,7,OK,0.039408285,0.107553407,0.006029783,2.729208,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,8,OK,0.039140951,0.10624044,0.005405522,2.714304,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,9,OK,0.039417025,0.106756834,0.005210694,2.708394,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,crc_32,java,10,OK,0.039646506,0.108230858,0.006093529,2.729897,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
memory_intensive_and_allocation_heavy,word_frequency_counter,java,1,OK,0.064701583,0.161719924,0.0,2.499474,2.5762,vcgencmd_pmic,vcgencmd pmic_read_adc,0
